Address_Town,Education_Sector,School_Type,LGA_Name,X,Y
BRAYBROOK,Catholic,Secondary,Maribyrnong (C),144.8501,-37.78586
ALFREDTON,Catholic,Primary,Ballarat (C),143.79995,-37.55349
MOUNT EVELYN,Catholic,Primary,Yarra Ranges (S),145.39586,-37.79052
PARK ORCHARDS,Catholic,Primary,Manningham (C),145.21859,-37.7733
TRARALGON WEST,Catholic,Primary,Latrobe (C),146.51105,-38.18765
CRAIGIEBURN,Catholic,Primary,Hume (C),144.93137,-37.5986
FRANKSTON SOUTH,Catholic,Primary,Frankston (C),145.14587,-38.17205
MILL PARK,Catholic,Primary,Whittlesea (C),145.05891,-37.66499
WATSONIA,Catholic,Secondary,Banyule (C),145.08073,-37.7034
MELTON,Catholic,Secondary,Melton (C),144.55041,-37.67725
RHYLL,Independent,Pri/Sec,Bass Coast (S),145.27232,-38.48834
PORTLAND,Independent,Primary,Glenelg (S),141.58984,-38.35679
HIGHTON,Independent,Pri/Sec,Greater Geelong (C),144.31307,-38.18524
MOOROOLBARK,Independent,Pri/Sec,Yarra Ranges (S),145.33887,-37.78785
FITZROY NORTH,Independent,Primary,Yarra (C),144.97981,-37.78917
ENDEAVOUR HILLS,Catholic,Primary,Casey (C),145.25793,-37.98052
CLAYTON SOUTH,Catholic,Primary,Kingston (C),145.10719,-37.93489
MOUNT ELIZA,Catholic,Primary,Mornington Peninsula (S),145.10114,-38.19773
NATHALIA,Catholic,Primary,Moira (S),145.20774,-36.0586
BENDIGO,Independent,Pri/Sec,Greater Bendigo (C),144.27158,-36.76553
HAMILTON,Independent,Pri/Sec,Southern Grampians (S),142.04149,-37.77083
DOREEN,Independent,Pri/Sec,Nillumbik (S),145.13879,-37.61346
HOPPERS CROSSING NORTH,Catholic,Primary,Wyndham (C),144.68749,-37.85729
ROWVILLE,Catholic,Primary,Knox (C),145.24533,-37.92568
ALTONA MEADOWS,Catholic,Primary,Hobsons Bay (C),144.7917,-37.87515
NARRE WARREN,Catholic,Primary,Casey (C),145.31501,-38.02597
OCEAN GROVE,Catholic,Primary,Greater Geelong (C),144.54016,-38.26078
SYDENHAM,Catholic,Secondary,Brimbank (C),144.77101,-37.69914
KEILOR NORTH,Catholic,Secondary,Brimbank (C),144.80506,-37.69994
CROYDON NORTH,Independent,Primary,Maroondah (C),145.29449,-37.76375
LANGWARRIN SOUTH,Independent,Pri/Sec,Frankston (C),145.16302,-38.17863
KEW,Independent,Special,Boroondara (C),145.03604,-37.80551
MILDURA,Independent,Pri/Sec,Mildura (RC),142.12879,-34.2016
SHEPPARTON,Independent,Pri/Sec,Greater Shepparton (C),145.41558,-36.32748
WANTIRNA SOUTH,Independent,Pri/Sec,Knox (C),145.2192,-37.86547
WERRIBEE,Independent,Pri/Sec,Wyndham (C),144.68133,-37.88132
CLYDE NORTH,Independent,Pri/Sec,Casey (C),145.3638,-38.08468
WARRAGUL,Independent,Pri/Sec,Baw Baw (S),145.93042,-38.14781
SUNSHINE NORTH,Independent,Primary,Brimbank (C),144.83586,-37.7684
ASHWOOD,Independent,Special,Monash (C),145.10889,-37.8668
PAKENHAM,Independent,Pri/Sec,Cardinia (S),145.46732,-38.0619
KILSYTH,Independent,Primary,Yarra Ranges (S),145.31893,-37.82914
THE BASIN,Catholic,Primary,Knox (C),145.31084,-37.8539
LALOR WEST,Catholic,Primary,Whittlesea (C),145.00324,-37.6656
LARA,Catholic,Primary,Greater Geelong (C),144.39058,-38.01519
WHITTLESEA,Catholic,Primary,Whittlesea (C),145.11454,-37.50906
TEMPLESTOWE,Catholic,Primary,Manningham (C),145.15431,-37.76748
ECHUCA,Independent,Pri/Sec,Campaspe (S),144.73176,-36.14482
BELGRAVE HEIGHTS,Independent,Pri/Sec,Yarra Ranges (S),145.34623,-37.9189
OAKLEIGH,Independent,Pri/Sec,Monash (C),145.08282,-37.89591
HEALESVILLE,Independent,Special,Yarra Ranges (S),145.50922,-37.68452
KERANG,Independent,Pri/Sec,Gannawarra (S),143.91342,-35.73042
WANTIRNA SOUTH,Independent,Pri/Sec,Knox (C),145.24464,-37.87387
DROUIN,Independent,Pri/Sec,Baw Baw (S),145.87712,-38.14284
COBURG,Independent,Pri/Sec,Merri-bek (C),144.96612,-37.73633
TYABB,Independent,Pri/Sec,Mornington Peninsula (S),145.16798,-38.26212
KEILOR DOWNS,Catholic,Primary,Brimbank (C),144.80435,-37.71462
MELTON WEST,Catholic,Primary,Melton (C),144.5502,-37.67878
MONBULK,Catholic,Primary,Yarra Ranges (S),145.41206,-37.868
ROSEBUD,Catholic,Primary,Mornington Peninsula (S),144.89754,-38.37133
WHEELERS HILL,Catholic,Primary,Monash (C),145.19051,-37.91781
LENEVA,Independent,Pri/Sec,Wodonga (C),146.88735,-36.15717
KILSYTH,Catholic,Primary,Yarra Ranges (S),145.32174,-37.80656
WANTIRNA SOUTH,Catholic,Primary,Knox (C),145.24291,-37.87747
BROOKFIELD,Independent,Pri/Sec,Melton (C),144.56028,-37.70028
MANSFIELD,Independent,Pri/Sec,Mansfield (S),146.08574,-37.0614
ENDEAVOUR HILLS,Catholic,Primary,Casey (C),145.26266,-37.96753
WERRIBEE,Catholic,Primary,Wyndham (C),144.66344,-37.90995
NOBLE PARK NORTH,Catholic,Secondary,Greater Dandenong (C),145.19546,-37.94023
TORQUAY,Catholic,Primary,Surf Coast (S),144.31185,-38.32112
CAULFIELD SOUTH,Independent,Pri/Sec,Glen Eira (C),145.0194,-37.89244
LEONGATHA,Catholic,Secondary,South Gippsland (S),145.96354,-38.46673
WARRNAMBOOL,Independent,Pri/Sec,Warrnambool (C),142.50617,-38.36211
ABBOTSFORD,Independent,Pri/Sec,Yarra (C),145.00522,-37.80366
TRUGANINA,Independent,Pri/Sec,Wyndham (C),144.72202,-37.85265
KEILOR,Independent,Pri/Sec,Brimbank (C),144.82318,-37.70656
CARRUM DOWNS,Catholic,Primary,Frankston (C),145.17847,-38.10335
ELTHAM NORTH,Catholic,Primary,Banyule (C),145.13546,-37.69844
GREENVALE,Catholic,Primary,Hume (C),144.88864,-37.65364
YARRA JUNCTION,Independent,Pri/Sec,Yarra Ranges (S),145.63116,-37.79444
SWAN HILL,Catholic,Secondary,Swan Hill (RC),143.5568,-35.34192
HAMPTON PARK,Catholic,Primary,Casey (C),145.2674,-38.03932
BACCHUS MARSH,Independent,Pri/Sec,Moorabool (S),144.43159,-37.69027
CRANBOURNE,Catholic,Secondary,Casey (C),145.25687,-38.10841
KEYSBOROUGH,Independent,Pri/Sec,Greater Dandenong (C),145.1435,-38.0012
ALPHINGTON,Independent,Pri/Sec,Yarra (C),145.03617,-37.78043
CRANBOURNE,Catholic,Primary,Casey (C),145.26724,-38.07727
DROUIN,Catholic,Primary,Baw Baw (S),145.862,-38.13244
MOOROOLBARK,Independent,Pri/Sec,Yarra Ranges (S),145.32507,-37.76461
DELACOMBE,Catholic,Primary,Ballarat (C),143.81724,-37.58019
MUCKLEFORD,Independent,Pri/Sec,Mount Alexander (S),144.15669,-37.08188
COOLAROO,Independent,Pri/Sec,Hume (C),144.93121,-37.65583
MANSFIELD,Independent,Special,Mansfield (S),146.08586,-37.0608
SPRINGVALE,Independent,Pri/Sec,Greater Dandenong (C),145.14863,-37.93904
WODONGA,Independent,Pri/Sec,Wodonga (C),146.84528,-36.11673
SWAN HILL,Independent,Primary,Swan Hill (RC),143.5465,-35.37756
BENDIGO,Independent,Pri/Sec,Greater Bendigo (C),144.27273,-36.76261
STRATHFIELDSAYE,Catholic,Primary,Greater Bendigo (C),144.36129,-36.80447
SOUTH MELBOURNE,Catholic,Primary,Port Phillip (C),144.95481,-37.83616
CRANBOURNE EAST,Independent,Pri/Sec,Casey (C),145.2929,-38.1103
SOMERVILLE,Catholic,Primary,Mornington Peninsula (S),145.1684,-38.23365
NARRE WARREN NORTH,Catholic,Primary,Casey (C),145.31128,-37.99584
WERRIBEE NORTH,Catholic,Primary,Wyndham (C),144.65866,-37.87559
STRATHDALE,Independent,Pri/Sec,Greater Bendigo (C),144.31346,-36.78263
BROADMEADOWS,Independent,Pri/Sec,Hume (C),144.93007,-37.66862
BROADMEADOWS,Catholic,Secondary,Hume (C),144.91826,-37.68786
ROXBURGH PARK,Catholic,Primary,Hume (C),144.93432,-37.62344
HAWTHORN,Independent,Primary,Boroondara (C),145.03133,-37.82708
BELL POST HILL,Independent,Pri/Sec,Greater Geelong (C),144.328,-38.10988
NEW GISBORNE,Catholic,Primary,Macedon Ranges (S),144.59778,-37.45589
BERWICK,Catholic,Primary,Casey (C),145.33695,-38.06977
TARNEIT,Independent,Pri/Sec,Wyndham (C),144.6666,-37.85525
BROADMEADOWS,Independent,Pri/Sec,Hume (C),144.93564,-37.68472
SYDENHAM,Catholic,Primary,Brimbank (C),144.77224,-37.7003
SUNBURY,Independent,Pri/Sec,Hume (C),144.70602,-37.5191
RESERVOIR,Independent,Primary,Darebin (C),145.01947,-37.70438
TARNEIT,Catholic,Secondary,Wyndham (C),144.70206,-37.84768
DRYSDALE,Catholic,Primary,Greater Geelong (C),144.55617,-38.18801
SHEPPARTON,Independent,Pri/Sec,Greater Shepparton (C),145.41598,-36.35387
FAWKNER NORTH,Independent,Pri/Sec,Merri-bek (C),144.97169,-37.70518
TYNONG,Independent,Pri/Sec,Cardinia (S),145.62369,-38.08322
BAIRNSDALE,Independent,Pri/Sec,East Gippsland (S),147.57835,-37.84122
EAST PRESTON,Independent,Pri/Sec,Darebin (C),145.03622,-37.73395
BELMONT,Catholic,Primary,Greater Geelong (C),144.3249,-38.18552
EMERALD,Independent,Primary,Cardinia (S),145.38821,-37.95976
GREENVALE,Independent,Pri/Sec,Hume (C),144.8907,-37.62771
HAWTHORN EAST,Independent,Secondary,Boroondara (C),145.04517,-37.84322
MT HELEN,Independent,Primary,Ballarat (C),143.8622,-37.64076
CAROLINE SPRINGS,Catholic,Primary,Melton (C),144.73744,-37.74772
FRESHWATER CREEK,Independent,Primary,Surf Coast (S),144.27974,-38.26332
NEW GISBORNE,Independent,Pri/Sec,Macedon Ranges (S),144.60001,-37.45339
KEYSBOROUGH,Independent,Pri/Sec,Greater Dandenong (C),145.17547,-38.01399
POINT COOK,Catholic,Primary,Wyndham (C),144.75334,-37.8926
NARRE WARREN SOUTH,Catholic,Primary,Casey (C),145.29799,-38.05539
BUNYIP,Catholic,Primary,Cardinia (S),145.71586,-38.09326
MELBOURNE,Independent,Secondary,Melbourne (C),144.97056,-37.81154
MELTON WEST,Independent,Pri/Sec,Nillumbik (S),144.5424,-37.6863
SOUTH YARRA,Independent,Special,Stonnington (C),144.99768,-37.83762
LOVELY BANKS,Independent,Pri/Sec,Greater Geelong (C),144.33029,-38.06714
TRARALGON,Catholic,Secondary,Latrobe (C),146.51425,-38.2009
IRYMPLE,Independent,Pri/Sec,Mildura (RC),142.14532,-34.24742
PASCOE VALE SOUTH,Catholic,Pri/Sec,Merri-bek (C),144.94274,-37.74119
MELBOURNE,Independent,Secondary,Melbourne (C),144.95442,-37.81289
NARRE WARREN,Independent,Special,Greater Dandenong (C),145.30575,-38.03025
ELWOOD,Independent,Pri/Sec,Port Phillip (C),144.98349,-37.87323
HILLSIDE,Catholic,Primary,Melton (C),144.74715,-37.68792
MELBOURNE,Independent,Secondary,Melbourne (C),144.97227,-37.8103
SHEPPARTON NORTH,Catholic,Primary,Greater Shepparton (C),145.41203,-36.32432
BARANDUDA,Catholic,Primary,Wodonga (C),146.93993,-36.17389
WODONGA,Independent,Special,Wodonga (C),146.8894,-36.11803
SOUTH MORANG,Catholic,Pri/Sec,Whittlesea (C),145.09103,-37.64332
POINT COOK,Catholic,Primary,Wyndham (C),144.72868,-37.89076
PAKENHAM,Independent,Pri/Sec,Cardinia (S),145.45593,-38.06492
RICHMOND,Catholic,Primary,Yarra (C),145.00824,-37.81585
BENDIGO,Catholic,Special,Greater Bendigo (C),144.28602,-36.75554
BEECHWORTH,Independent,Primary,Indigo (S),146.69353,-36.36669
MT MARTHA,Independent,Pri/Sec,Mornington Peninsula (S),145.03269,-38.27325
CAROLINE SPRINGS,Catholic,Secondary,Melton (C),144.7396,-37.72888
SEBASTOPOL,Independent,Pri/Sec,Ballarat (C),143.84381,-37.59292
NORTH FITZROY,Independent,Primary,Yarra (C),144.98277,-37.77883
MOUNT CLEAR,Catholic,Primary,Ballarat (C),143.87158,-37.61258
BENALLA,Independent,Special,Benalla (RC),145.9843,-36.54767
GREENVALE LAKES,Catholic,Secondary,Hume (C),144.90947,-37.61532
MICKLEHAM,Independent,Pri/Sec,Hume (C),144.93125,-37.56798
CRANBOURNE,Independent,Pri/Sec,Casey (C),145.3073,-38.14
MT RIDLEY,Catholic,Primary,Hume (C),144.93276,-37.57522
ARMSTRONG CREEK,Independent,Pri/Sec,Greater Geelong (C),144.33707,-38.23046
MANOR LAKES,Catholic,Primary,Wyndham (C),144.60622,-37.87585
DAYLESFORD,Independent,Primary,Hepburn (S),144.16595,-37.34233
CAROLINE SPRINGS,Catholic,Primary,Melton (C),144.73671,-37.71349
MERNDA,Catholic,Primary,Whittlesea (C),145.0906,-37.59574
EPPING,Independent,Pri/Sec,Whittlesea (C),145.03753,-37.62426
WARRAGUL,Independent,Special,Baw Baw (S),145.92622,-38.17823
WANGARATTA,Catholic,Special,Wangaratta (RC),146.30898,-36.33783
LANGWARRIN SOUTH,Independent,Pri/Sec,Frankston (C),145.17465,-38.1926
SHEPPARTON,Independent,Secondary,Greater Shepparton (C),145.4017,-36.37766
OFFICER,Catholic,Primary,Cardinia (S),145.40567,-38.05462
LYNBROOK,Catholic,Primary,Casey (C),145.25248,-38.05901
DERRIMUT,Catholic,Primary,Brimbank (C),144.76052,-37.79068
FERNTREE GULLY,Independent,Pri/Sec,Knox (C),145.28649,-37.88729
MELBOURNE,Independent,Pri/Sec,Melbourne (C),144.97709,-37.83359
TARNEIT,Independent,Pri/Sec,Wyndham (C),144.66038,-37.85424
CAROLINE SPRINGS,Independent,Pri/Sec,Melton (C),144.7396,-37.71396
WHITTINGTON,Catholic,Special,Greater Geelong (C),144.38711,-38.17432
BANGHOLME,Independent,Pri/Sec,Greater Dandenong (C),145.14876,-38.0492
CAULFIELD SOUTH,Independent,Pri/Sec,Glen Eira (C),145.02567,-37.88817
TARNEIT,Catholic,Primary,Wyndham (C),144.69823,-37.84829
NORTH MELBOURNE,Catholic,Special,Melbourne (C),144.95494,-37.80384
GLENROY,Independent,Pri/Sec,Merri-bek (C),144.92926,-37.69777
WANGARATTA,Independent,Pri/Sec,Wangaratta (RC),146.32991,-36.38595
KOONWARRA,Independent,Primary,South Gippsland (S),145.94392,-38.54791
ORMOND,Independent,Pri/Sec,Bayside (C),145.03508,-37.9036
BAIRNSDALE,Independent,Primary,East Gippsland (S),147.6078,-37.82106
BENALLA,Independent,Pri/Sec,Benalla (RC),145.99668,-36.55392
EPPING NORTH,Catholic,Primary,Whittlesea (C),145.0126,-37.626
POINT COOK,Catholic,Primary,Wyndham (C),144.76595,-37.9088
CRANBOURNE EAST,Catholic,Primary,Casey (C),145.31704,-38.11617
LILYDALE,Independent,Special,Yarra Ranges (S),145.34398,-37.75716
TARNEIT,Catholic,Primary,Wyndham (C),144.66571,-37.83342
TRUGANINA SOUTH,Catholic,Primary,Wyndham (C),144.72821,-37.84381
OFFICER,Catholic,Primary,Cardinia (S),145.43271,-38.06277
DOREEN,Catholic,Primary,Whittlesea (C),145.11522,-37.59693
COBRAM,Independent,Pri/Sec,Moira (S),145.66006,-35.92428
MAIDEN GULLY,Catholic,Pri/Sec,Greater Bendigo (C),144.22169,-36.73171
CLARINDA,Independent,Pri/Sec,Kingston (C),145.11136,-37.95784
RICHMOND,Independent,Special,Melbourne (C),144.98926,-37.81954
MACEDON,Independent,Pri/Sec,Macedon Ranges (S),144.53319,-37.4457
SPRINGVALE SOUTH,Independent,Primary,Greater Dandenong (C),145.14879,-37.96694
MELTON SOUTH,Independent,Pri/Sec,Melton (C),144.56548,-37.70712
LILYDALE,Independent,Pri/Sec,Yarra Ranges (S),145.35199,-37.78489
KEW,Independent,Special,Boroondara (C),145.03148,-37.80222
NARRE WARREN NORTH,Independent,Pri/Sec,Casey (C),145.31587,-37.97749
WILLIAMSTOWN,Independent,Primary,Hobsons Bay (C),144.9052,-37.86311
VENTNOR,Independent,Primary,Bass Coast (S),145.2016,-38.50808
ROSEBUD,Independent,Special,Mornington Peninsula (S),144.88506,-38.38285
RESERVOIR,Independent,Special,Darebin (C),145.00926,-37.6987
NORTH MELBOURNE,Independent,Special,Melbourne (C),144.95509,-37.80519
FRANKSTON,Independent,Special,Frankston (C),145.11925,-38.14825
MELBOURNE,Independent,Special,Port Phillip (C),144.95615,-37.81654
HAWTHORN EAST,Independent,Secondary,Boroondara (C),145.05401,-37.83071
LUCAS,Catholic,Primary,Ballarat (C),143.78041,-37.54597
ST KILDA,Independent,Pri/Sec,Port Phillip (C),144.99191,-37.86057
CRAIGIEBURN WEST,Catholic,Primary,Hume (C),144.8961,-37.58197
BANNOCKBURN,Catholic,Primary,Golden Plains (S),144.1701,-38.04693
WALLAN EAST,Catholic,Primary,Mitchell (S),144.99984,-37.4241
TORQUAY NORTH,Catholic,Primary,Surf Coast (S),144.33228,-38.30332
COWES,Catholic,Primary,Bass Coast (S),145.2398,-38.4637
THE BASIN,Independent,Pri/Sec,Knox (C),145.32148,-37.86007
KIALLA,Catholic,Pri/Sec,Greater Shepparton (C),145.40034,-36.43612
SUNBURY,Catholic,Primary,Hume (C),144.70532,-37.58479
WOLLERT,Catholic,Primary,Whittlesea (C),145.03178,-37.61582
CLAYTON SOUTH,Independent,Primary,Kingston (C),145.13932,-37.94484
CLYDE NORTH,Independent,Primary,Casey (C),145.37876,-38.10602
ARMSTRONG CREEK,Catholic,Primary,Greater Geelong (C),144.36945,-38.24009
RYANSTON,Independent,Secondary,Bass Coast (S),145.55883,-38.52856
CHARLEMONT,Catholic,Secondary,Greater Geelong (C),144.35671,-38.21912
HAMPTON,Independent,Special,Bayside (C),145.0235,-37.93846
MELTON,Independent,Secondary,Melton (C),144.57797,-37.68674
COLDSTREAM,Independent,Special,Yarra Ranges (S),145.38227,-37.73304
WERRIBEE,Catholic,Primary,Wyndham (C),144.61028,-37.9033
SOUTH MELBOURNE,Independent,Secondary,Melbourne (C),144.96665,-37.83731
WARRAGUL,Catholic,Primary,Baw Baw (S),145.96161,-38.14153
DALLAS,Independent,Primary,Hume (C),144.92369,-37.67575
CERES,Independent,Primary,Greater Geelong (C),144.28535,-38.17178
RICHMOND,Catholic,Secondary,Yarra (C),144.99848,-37.82191
MELTON,Independent,Pri/Sec,Melton (C),144.60498,-37.68243
WEIR VIEWS,Catholic,Primary,Melton (C),144.57246,-37.73305
NARRE WARREN NORTH,Independent,Primary,Casey (C),145.31604,-37.97748
SOUTH MORANG,Independent,Secondary,Whittlesea (C),145.08148,-37.64875
MICKLEHAM,Catholic,Primary,Hume (C),144.9052,-37.53046
NARRE WARREN NORTH,Independent,Primary,Casey (C),145.31589,-37.97324
FERNTREE GULLY,Independent,Secondary,Knox (C),145.29327,-37.88319
GREENVALE,Catholic,Primary,Hume (C),144.88566,-37.62974
